category,rxnorm_code,rxnorm_name
Acetaminophen,1110483,acetaminophen 500 MG / oxycodone hydrochloride 5 MG [Roxilox]
Acetaminophen,1113673,acetaminophen 32 MG/ML [Children's Dimetapp Fever and Sore Throat]
Acetaminophen,1113674,acetaminophen Oral Solution [Children's Dimetapp Fever and Sore Throat]
Acetaminophen,1113675,acetaminophen 32 MG/ML Oral Solution [Children's Dimetapp Fever and Sore Throat]
Acetaminophen,1146434,acetaminophen 160 MG Oral Tablet [Tylenol]
Acetaminophen,1148399,8 HR acetaminophen 650 MG Extended Release Oral Tablet
Acetaminophen,1151186,acetaminophen / diclofenac Oral Product
Acetaminophen,1151187,acetaminophen / diclofenac Pill
Acetaminophen,1151188,acetaminophen / dihydroergotamine Oral Product
Acetaminophen,1151189,acetaminophen / dihydroergotamine Pill
Acetaminophen,1151190,acetaminophen / dihydroergotamine Rectal Product
Acetaminophen,1151191,acetaminophen / dimenhydrinate Oral Product
Acetaminophen,1151192,acetaminophen / dimenhydrinate Pill
Acetaminophen,1151206,acetaminophen / dipyrone Oral Liquid Product
Acetaminophen,1151207,acetaminophen / dipyrone Oral Product
Acetaminophen,1151208,acetaminophen / dipyrone Pill
Acetaminophen,1151209,acetaminophen / domperidone Oral Product
Acetaminophen,1151210,acetaminophen / domperidone Pill
Acetaminophen,1151220,acetaminophen / fursultiamin Oral Product
Acetaminophen,1151221,acetaminophen / fursultiamin Pill
Acetaminophen,1151548,acetaminophen / hydrocodone Oral Liquid Product
Acetaminophen,1151549,acetaminophen / hydrocodone Oral Product
Acetaminophen,1151550,acetaminophen / hydrocodone Pill
Acetaminophen,1151551,acetaminophen / ibuprofen Oral Liquid Product
Acetaminophen,1151552,acetaminophen / ibuprofen Oral Product
Acetaminophen,1151553,acetaminophen / ibuprofen Pill
Acetaminophen,1151554,acetaminophen / ketoprofen Oral Liquid Product
Acetaminophen,1151555,acetaminophen / ketoprofen Oral Product
Acetaminophen,1151556,acetaminophen / ketoprofen Pill
Acetaminophen,1151559,acetaminophen / magnesium salicylate / pamabrom Oral Product
Acetaminophen,1151560,acetaminophen / magnesium salicylate / pamabrom Pill
Acetaminophen,1151561,acetaminophen / magnesium salicylate Oral Product
Acetaminophen,1151562,acetaminophen / magnesium salicylate Pill
Acetaminophen,1151563,acetaminophen / melatonin Oral Product
Acetaminophen,1151564,acetaminophen / melatonin Pill
Acetaminophen,1151565,acetaminophen / meperidine Oral Product
Acetaminophen,1151566,acetaminophen / meperidine Pill
Acetaminophen,1151567,acetaminophen / mephenesin Oral Product
Acetaminophen,1151568,acetaminophen / mephenesin Pill
Acetaminophen,1151569,acetaminophen / meprobamate Oral Product
Acetaminophen,1151570,acetaminophen / meprobamate Pill
Acetaminophen,1151571,acetaminophen / methionine Oral Product
Acetaminophen,1151572,acetaminophen / methionine Pill
Acetaminophen,1151573,acetaminophen / methocarbamol Oral Product
Acetaminophen,1151574,acetaminophen / methocarbamol Pill
Acetaminophen,1151575,acetaminophen / metoclopramide Oral Product
Acetaminophen,1151576,acetaminophen / metoclopramide Pill
Acetaminophen,1151577,acetaminophen / naproxen Oral Liquid Product
Acetaminophen,1151578,acetaminophen / naproxen Oral Product
Acetaminophen,1151579,acetaminophen / naproxen Pill
Acetaminophen,1151580,acetaminophen / naproxen Rectal Product
Acetaminophen,1151581,acetaminophen / orphenadrine Oral Product
Acetaminophen,1151898,acetaminophen / orphenadrine Pill
Acetaminophen,1151899,acetaminophen / oxycodone Oral Liquid Product
Acetaminophen,1151900,acetaminophen / oxycodone Oral Product
Acetaminophen,1151901,acetaminophen / oxycodone Pill
Acetaminophen,1151902,acetaminophen / pentazocine Oral Product
Acetaminophen,1151903,acetaminophen / pentazocine Pill
Acetaminophen,1151906,acetaminophen / phenobarbital Oral Product
Acetaminophen,1151907,acetaminophen / phenobarbital Pill
Acetaminophen,1151919,acetaminophen / piroxicam Oral Product
Acetaminophen,1151920,acetaminophen / piroxicam Pill
Acetaminophen,1151921,acetaminophen / piroxicam Rectal Product
Acetaminophen,1151922,acetaminophen / promethazine Oral Liquid Product
Acetaminophen,1151923,acetaminophen / promethazine Oral Product
Acetaminophen,1151925,acetaminophen / promethazine Rectal Product
Acetaminophen,1151926,acetaminophen / propoxyphene Oral Liquid Product
Acetaminophen,1151927,acetaminophen / propoxyphene Oral Product
Acetaminophen,1151928,acetaminophen / propoxyphene Pill
Acetaminophen,1151929,acetaminophen / propoxyphene Rectal Product
Acetaminophen,1151935,acetaminophen / pyrilamine Oral Product
Acetaminophen,1151936,acetaminophen / pyrilamine Pill
Acetaminophen,1151937,acetaminophen / racemethionine Oral Product
Acetaminophen,1152225,acetaminophen / racemethionine Pill
Acetaminophen,1152226,acetaminophen / salicylic acid Oral Product
Acetaminophen,1152227,acetaminophen / salicylic acid Pill
Acetaminophen,1152228,acetaminophen / scopolamine Oral Liquid Product
Acetaminophen,1152229,acetaminophen / scopolamine Oral Product
Acetaminophen,1152230,acetaminophen / scopolamine Pill
Acetaminophen,1152231,acetaminophen / scopolamine Rectal Product
Acetaminophen,1152232,acetaminophen / styramate Oral Product
Acetaminophen,1152233,acetaminophen / styramate Pill
Acetaminophen,1152234,acetaminophen / thiamine Oral Product
Acetaminophen,1152235,acetaminophen / thiamine Pill
Acetaminophen,1152236,acetaminophen / tolperisone Oral Product
Acetaminophen,1152237,acetaminophen / tolperisone Pill
Acetaminophen,1152238,acetaminophen / tramadol Oral Product
Acetaminophen,1152239,acetaminophen / tramadol Pill
Acetaminophen,1152240,acetaminophen / adiphenine Oral Product
Acetaminophen,1152241,acetaminophen / adiphenine Pill
Acetaminophen,1152244,acetaminophen / buclizine Oral Product
Acetaminophen,1152245,acetaminophen / buclizine Pill
Acetaminophen,1152248,acetaminophen / butabarbital Oral Product
Acetaminophen,1152249,acetaminophen / butabarbital Pill
Acetaminophen,1152259,acetaminophen / butalbital Oral Product
Acetaminophen,1152260,acetaminophen / butalbital Pill
Acetaminophen,1152527,acetaminophen / cinnamedrine / pamabrom Oral Product
Acetaminophen,1152528,acetaminophen / cinnamedrine / pamabrom Pill
Acetaminophen,1152535,acetaminophen / dichloralphenazone / isometheptene Oral Product
Acetaminophen,1152536,acetaminophen / dichloralphenazone / isometheptene Pill
Acetaminophen,1152541,acetaminophen / isometheptene Oral Product
Acetaminophen,1152542,acetaminophen / isometheptene Pill
Acetaminophen,1152545,acetaminophen / pamabrom / pyrilamine Oral Product
Acetaminophen,1152546,acetaminophen / pamabrom / pyrilamine Pill
Acetaminophen,1152547,acetaminophen / pamabrom / vitamin B6 Oral Product
Acetaminophen,1152548,acetaminophen / pamabrom / vitamin B6 Pill
Acetaminophen,1152549,acetaminophen / pamabrom / vitamin E Oral Product
Acetaminophen,1152550,acetaminophen / pamabrom / vitamin E Pill
Acetaminophen,1152551,acetaminophen / pamabrom Oral Product
Acetaminophen,1152552,acetaminophen / pamabrom Pill
Acetaminophen,1152553,acetaminophen / phenyltoloxamine / salicylamide Oral Product
Acetaminophen,1152830,acetaminophen / phenyltoloxamine / salicylamide Pill
Acetaminophen,1152831,acetaminophen / phenyltoloxamine Oral Liquid Product
Acetaminophen,1152832,acetaminophen / phenyltoloxamine Oral Product
Acetaminophen,1152833,acetaminophen / phenyltoloxamine Pill
Acetaminophen,1152834,acetaminophen / propyphenazone Oral Product
Acetaminophen,1152835,acetaminophen / propyphenazone Pill
Acetaminophen,1152836,acetaminophen / salicylamide Oral Product
Acetaminophen,1152837,acetaminophen / salicylamide Pill
Acetaminophen,1152838,acetaminophen / thiocolchicoside Oral Product
Acetaminophen,1152839,acetaminophen / thiocolchicoside Pill
Acetaminophen,1152840,acetaminophen Injectable Product
Acetaminophen,1152841,acetaminophen Oral Liquid Product
Acetaminophen,1152842,acetaminophen Oral Product
Acetaminophen,1152843,acetaminophen Pill
Acetaminophen,1152844,acetaminophen Rectal Product
Acetaminophen,1153970,acetaminophen / ambroxol / oxatomide Oral Product
Acetaminophen,1153971,acetaminophen / ambroxol / oxatomide Pill
Acetaminophen,1154263,acetaminophen / aspirin / salicylamide Oral Product
Acetaminophen,1154264,acetaminophen / aspirin / salicylamide Pill
Acetaminophen,1154265,acetaminophen / aspirin Oral Product
Acetaminophen,1154266,acetaminophen / aspirin Pill
Acetaminophen,1154272,acetaminophen / atropine / ethaverine / salicylamide Oral Product
Acetaminophen,1154273,acetaminophen / atropine / ethaverine / salicylamide Pill
Acetaminophen,1154276,acetaminophen / bromelains Oral Product
Acetaminophen,1154277,acetaminophen / bromelains Pill
Acetaminophen,1154887,acetaminophen / calcium carbonate / magnesium carbonate / magnesium oxide Oral Product
Acetaminophen,1154888,acetaminophen / calcium carbonate / magnesium carbonate / magnesium oxide Pill
Acetaminophen,1154889,acetaminophen / calcium carbonate Oral Product
Acetaminophen,1154890,acetaminophen / calcium carbonate Pill
Acetaminophen,1154891,acetaminophen / carisoprodol Oral Product
Acetaminophen,1154892,acetaminophen / carisoprodol Pill
Acetaminophen,1154893,acetaminophen / chlormezanone Oral Product
Acetaminophen,1154894,acetaminophen / chlormezanone Pill
Acetaminophen,1154895,acetaminophen / chlormezanone Rectal Product
Acetaminophen,1155578,acetaminophen / chlorzoxazone Oral Product
Acetaminophen,1155579,acetaminophen / chlorzoxazone Pill
Acetaminophen,1166131,BF-Paradac Oral Product
Acetaminophen,1166553,I.D.A. Oral Product
Acetaminophen,1166554,I.D.A. Pill
Acetaminophen,1166607,Iso-Acetazone Oral Product
Acetaminophen,1166608,Iso-Acetazone Pill
Acetaminophen,1166620,Isocom Oral Product
Acetaminophen,1166621,Isocom Pill
Acetaminophen,1166728,Apacet Oral Liquid Product
Acetaminophen,1166729,Apacet Oral Product
Acetaminophen,1166730,Apacet Pill
Acetaminophen,1166731,Apagesic Oral Product
Acetaminophen,1166732,Apagesic Pill
Acetaminophen,1166733,Apapgesic Oral Product
Acetaminophen,1166734,Apapgesic Pill
Acetaminophen,1166757,Bromo Seltzer Oral Liquid Product
Acetaminophen,1166758,Bromo Seltzer Oral Product
Acetaminophen,1166818,Cephadyn Oral Product
Acetaminophen,1166819,Cephadyn Pill
Acetaminophen,1166995,DuoCet Oral Product
Acetaminophen,1166996,DuoCet Pill
Acetaminophen,1167004,Duogesic Oral Product
Acetaminophen,1167005,Duogesic Pill
Acetaminophen,1167243,BF-Paradac Pill
Acetaminophen,1167249,BP Poly-650 Oral Product
Acetaminophen,1167250,BP Poly-650 Pill
Acetaminophen,1167290,Bactimicina Oral Liquid Product
Acetaminophen,1167291,Bactimicina Oral Product
Acetaminophen,1167362,Ceta Plus Oral Product
Acetaminophen,1167363,Ceta Plus Pill
Acetaminophen,1167371,Cetazone Oral Product
Acetaminophen,1167372,Cetazone Pill
Acetaminophen,1167595,Duradrin Oral Product
Acetaminophen,1167596,Duradrin Pill
Acetaminophen,1167607,Epidrin Oral Product
Acetaminophen,1167608,Epidrin Pill
Acetaminophen,1167964,Balacet Oral Product
Acetaminophen,1167965,Balacet Pill
Acetaminophen,1167985,Bancap HC Oral Product
Acetaminophen,1167986,Bancap HC Pill
Acetaminophen,1168105,Child Silapap Oral Liquid Product
Acetaminophen,1168106,Child Silapap Oral Product
Acetaminophen,1168109,Comtrex Sore Throat Relief Oral Liquid Product
Acetaminophen,1168110,Comtrex Sore Throat Relief Oral Product
Acetaminophen,1168115,Conacetol Oral Product
Acetaminophen,1168116,Conacetol Pill
Acetaminophen,1168173,Darvocet Oral Product
Acetaminophen,1168295,Feverall Oral Product
Acetaminophen,1168296,Feverall Pill
Acetaminophen,1168297,Feverall Rectal Product
Acetaminophen,1168368,Genapap Extra Strength Oral Product
Acetaminophen,1168369,Genapap Extra Strength Pill
Acetaminophen,1168370,Genapap Oral Liquid Product
Acetaminophen,1168371,Genapap Oral Product
Acetaminophen,1168402,Acephen Rectal Product
Acetaminophen,1168405,Aceta Oral Liquid Product
Acetaminophen,1168406,Aceta Oral Product
Acetaminophen,1168407,Aceta Pill
Acetaminophen,1168408,Aceta-Gesic Oral Product
Acetaminophen,1168409,Aceta-Gesic Pill
Acetaminophen,1168554,Apara Oral Liquid Product
Acetaminophen,1168555,Apara Oral Product
Acetaminophen,1168574,Apra Oral Liquid Product
Acetaminophen,1168575,Apra Oral Product
Acetaminophen,1168659,Bucet Oral Product
Acetaminophen,1168660,Bucet Pill
Acetaminophen,1168683,Bupap Oral Product
Acetaminophen,1168684,Bupap Pill
Acetaminophen,1168709,Children's Dimetapp Fever and Sore Throat Oral Liquid Product
Acetaminophen,1168710,Children's Dimetapp Fever and Sore Throat Oral Product
Acetaminophen,1168717,Childrens Panadol Oral Liquid Product
Acetaminophen,1168718,Childrens Panadol Oral Product
Acetaminophen,1168782,Contragesic Oral Product
Acetaminophen,1168783,Contragesic Pill
Acetaminophen,1168805,Darvocet Pill
Acetaminophen,1168934,Duraxin Oral Product
Acetaminophen,1168935,Duraxin Pill
Acetaminophen,1169050,Genapap Pill
Acetaminophen,1169061,Genasec Oral Product
Acetaminophen,1169062,Genasec Pill
Acetaminophen,1169096,Genebs Oral Product
Acetaminophen,1169097,Genebs Pill
Acetaminophen,1169161,Actamin Oral Product
Acetaminophen,1169162,Actamin Pill
Acetaminophen,1169197,Alpain Oral Product
Acetaminophen,1169198,Alpain Pill
Acetaminophen,1169400,Butex Forte Oral Product
Acetaminophen,1169401,Butex Forte Pill
Acetaminophen,1169411,By Ache Oral Product
Acetaminophen,1169412,By Ache Pill
Acetaminophen,1169766,Flextra Oral Product
Acetaminophen,1169767,Flextra Pill
Acetaminophen,1169932,Acuflex Oral Product
Acetaminophen,1169933,Acuflex Pill
Acetaminophen,1169973,Altenol Oral Liquid Product
Acetaminophen,1169974,Altenol Oral Product
Acetaminophen,1170513,Gericet Oral Liquid Product
Acetaminophen,1170514,Gericet Oral Product
Acetaminophen,1170647,Adprin B Oral Product
Acetaminophen,1170648,Adprin B Pill
Acetaminophen,1171394,Amidrine Oral Product
Acetaminophen,1171395,Amidrine Pill
Acetaminophen,1171657,CounterAct Pain Oral Product
Acetaminophen,1171658,CounterAct Pain Pill
Acetaminophen,1172267,Calpol Oral Liquid Product
Acetaminophen,1172268,Calpol Oral Product
Acetaminophen,1172269,Calpol Six Plus Oral Liquid Product
Acetaminophen,1172270,Calpol Six Plus Oral Product
Acetaminophen,1172500,Disprol Junior Oral Product
Acetaminophen,1172501,Disprol Junior Pill
Acetaminophen,1172540,Ed Flex Oral Product
Acetaminophen,1172541,Ed Flex Pill
Acetaminophen,1172546,Ed-APAP Oral Liquid Product
Acetaminophen,1172547,Ed-APAP Oral Product
Acetaminophen,1172555,Excedrin Back & Body Oral Product
Acetaminophen,1172556,Excedrin Back & Body Pill
Acetaminophen,1172704,Hy-Phen Oral Product
Acetaminophen,1172705,Hy-Phen Pill
Acetaminophen,1172717,Hycet Oral Liquid Product
Acetaminophen,1172718,Hycet Oral Product
Acetaminophen,1172723,Hyco-pap Oral Product
Acetaminophen,1172724,Hyco-pap Pill
Acetaminophen,1172746,Infadrops Oral Liquid Product
Acetaminophen,1172747,Infadrops Oral Product
Acetaminophen,1172751,Infantaire Oral Liquid Product
Acetaminophen,1172752,Infantaire Oral Product
Acetaminophen,1173313,Frenadol Oral Product
Acetaminophen,1173314,Frenadol Pill
Acetaminophen,1173381,Hycomed Oral Product
Acetaminophen,1173382,Hycomed Pill
Acetaminophen,1173718,Co-Gesic Oral Product
Acetaminophen,1173719,Co-Gesic Pill
Acetaminophen,1174220,Anabar Oral Product
Acetaminophen,1174221,Anabar Pill
Acetaminophen,1174224,Anacin AF Oral Product
Acetaminophen,1174225,Anacin AF Pill
Acetaminophen,1174234,Anacin-3 Maximum Strength Oral Product
Acetaminophen,1174235,Anacin-3 Maximum Strength Pill
Acetaminophen,1174549,Dolacet Oral Product
Acetaminophen,1174550,Dolacet Pill
Acetaminophen,1174551,Dolagesic Oral Product
Acetaminophen,1174552,Dolagesic Pill
Acetaminophen,1174557,Dolgic Oral Product
Acetaminophen,1174558,Dolgic Pill
